어휘,품사,레벨
막03/ 막04,명사/의존명사,5급
막막하다02,형용사,5급
만병,명사,5급
만족도,명사,5급
맏이,명사,5급
말끝,명사,5급
말재주,명사,5급
맞대다,동사,5급
맞들다,동사,5급
맞히다02,동사,5급
매03,관형사,5급
매끄럽다,형용사,5급
매다02,동사,5급
매력적01∙ 매력적02,관형사∙ 명사,5급
매매,명사,5급
매사01/ 매사02,명사/부사,5급
매섭다,형용사,5급
매연,명사,5급
매입,명사,5급
매출,명사,5급
매콤하다,형용사,5급
맨손,명사,5급
맹세,명사,5급
머리기사,명사,5급
머지않다,형용사,5급
먹음직스럽다,형용사,5급
멍청하다,형용사,5급
멍하니,부사,5급
멍하다,형용사,5급
메다00,동사,5급
메마르다,형용사,5급
멜로00,명사,5급
면03,명사,5급
면04,명사,5급
면도기,명사,5급
면세점,명사,5급
면접시험,명사,5급
면제,명사,5급
멸망,명사,5급
멸종,명사,5급
명랑,명사,5급
명백히,부사,5급
명사02,명사,5급
명상,명사,5급
명성,명사,5급
명소,명사,5급
명심00,명사,5급
명품,명사,5급
명확히,부사,5급
모국어,명사,5급
모금01,의존명사,5급
모발,명사,5급
모방,명사,5급
모범생,명사,5급
모음,명사,5급
모조리,부사,5급
모친,명사,5급
모형,명사,5급
목격,명사,5급
목격자,명사,5급
목돈,명사,5급
목장,명사,5급
목재,명사,5급
목적어,명사,5급
몰두하다,동사,5급
몰아붙이다,동사,5급
몰이00,명사,5급
묘00,명사,5급
무03/무04,명사/의존명사,5급
무난하다,형용사,5급
무너뜨리다,동사,5급
무뚝뚝하다,형용사,5급
무분별,명사,5급
무상02,명사,5급
무선,명사,5급
무소식,명사,5급
무술,명사,5급
무시무시하다,형용사,5급
무식,명사,5급
무심코,부사,5급
무응답,명사,5급
무인,명사,5급
무인도,명사,5급
무효,명사,5급
묵다01,동사,5급
문구01,명사,5급
문단01,명사,5급
문어02,명사,5급
문항,명사,5급
문형,명사,5급
문화생활,명사,5급
문화유산,명사,5급
물량,명사,5급
물려받다,동사,5급
물려주다,동사,5급
물리,명사,5급
물리치다,동사,5급
물방울,명사,5급
물품,명사,5급
뭉클하다,형용사,5급
미01,명사,5급
미녀,명사,5급
미모,명사,5급
미생물,명사,5급
미아,명사,5급
미역02,명사,5급
미용,명사,5급
미적01∙ 미적02,관형사∙ 명사,5급
민감하다,형용사,5급
민박,명사,5급
민속,명사,5급
민요,명사,5급
믿음직스럽다,형용사,5급
밀려오다,동사,5급
바깥일,명사,5급
바라다보다,동사,5급
바이러스,명사,5급
바자회,명사,5급
박람회,명사,5급
반듯하다,형용사,5급
반박,명사,5급
반반,명사,5급
반쪽,명사,5급
반하다02,동사,5급
반항,명사,5급
반환점,명사,5급
받치다,동사,5급
-발02,접사,5급
발라드,명사,5급
발명가,명사,5급
발명품,명사,5급
발신자,명사,5급
발언,명사,5급
발전02,명사,5급
발전소,명사,5급
발짝,의존명사,5급
발표자,명사,5급
발효01,명사,5급
발효02,명사,5급
발휘,명사,5급
밤낮없이,부사,5급
방망이,명사,5급
방송인,명사,5급
방수,명사,5급
방영,명사,5급
방울02,명사,5급
방음,명사,5급
방청객,명사,5급
방황,명사,5급
밭,명사,5급
배기가스,명사,5급
배열,명사,5급
배출,명사,5급
백과사전,명사,5급
백성,명사,5급
백제,명사,5급
버럭,부사,5급
버릇없다,형용사,5급
벅차다,형용사,5급
번번이,부사,5급
번지다,동사,5급
벌겋다,형용사,5급
범죄자,명사,5급
-법,접사,5급
법규,명사,5급
법대00,명사,5급
법무부,명사,5급
벚꽃,명사,5급
베끼다,동사,5급
베다01,동사,5급
베다02,동사,5급
베스트셀러,명사,5급
벼락,명사,5급
벽돌,명사,5급
변기,명사,5급
변신,명사,5급
변함없다,형용사,5급
변함없이,부사,5급
별것,명사,5급
별나다,형용사,5급
병명,명사,5급
병아리,명사,5급
보건소,명사,5급
보글보글,부사,5급
보상02,명사,5급
보상금02,명사,5급
보수01,명사,5급
보수03,명사,5급
보수적01∙ 보수적02,관형사∙ 명사,5급
보약,명사,5급
보육,명사,5급
보일러,명사,5급
보자기,명사,5급
보증,명사,5급
보증금,명사,5급
보편적01∙ 보편적02,관형사∙ 명사,5급
보편화,명사,5급
보험료,명사,5급
복구,명사,5급
복권02,명사,5급
복원,명사,5급
복지,명사,5급
복학,명사,5급
복합,명사,5급
본02,관형사,5급
본격적01∙ 본격적02,관형사∙ 명사,5급
본국,명사,5급
본뜨다,동사,5급
본론,명사,5급
본명,명사,5급
본문,명사,5급
본받다,동사,5급
본사,명사,5급
본선,명사,5급
본질적01∙ 본질적02,관형사∙ 명사,5급
봉사자,명사,5급
부-00,접사,5급
-부02,접사,5급
부과,명사,5급
부담감,명사,5급
부도덕,명사,5급
부릅뜨다,동사,5급
부사,명사,5급
부시다02,형용사,5급
부여02,명사,5급
부유층,명사,5급
부유하다02,형용사,5급
부인02,명사,5급
부쩍,부사,5급
부채02,명사,5급
부치다01,동사,5급
부풀다,동사,5급
부하02,명사,5급
북01,명사,5급
북극,명사,5급
북한,명사,5급
북향,명사,5급
-분01,접사,5급
분04,명사,5급
분리수거,명사,5급
분주하다02,형용사,5급
불가사의,명사,5급
불경기,명사,5급
불과하다,형용사,5급
불길,명사,5급
불길하다,형용사,5급
불꽃놀이,명사,5급
불량,명사,5급
불량품,명사,5급
불러내다,동사,5급
불러들이다,동사,5급
불리다01,동사,5급
불면증,명사,5급
불상,명사,5급
불성실,명사,5급
불신,명사,5급
불안감,명사,5급
불어나다,동사,5급
불우,명사,5급
불의,명사,5급
불치병,명사,5급
불쾌지수,명사,5급
불투명,명사,5급
불행히,부사,5급
붉은색,명사,5급
붉히다,동사,5급
붓,명사,5급
붕괴,명사,5급
붕대,명사,5급
브랜드,명사,5급
브레이크,명사,5급
블로그00,명사,5급
비관,명사,5급
비관적01∙ 비관적02,관형사∙ 명사,5급
비둘기,명사,5급
비뚤어지다,동사,5급
비례,명사,5급
비료,명사,5급
비리,명사,5급
비상금,명사,5급
비상약00,명사,5급
비서,명사,5급
비유적01∙ 비유적02,관형사∙ 명사,5급
비좁다,형용사,5급
비평,명사,5급
빈도,명사,5급
빈둥거리다,동사,5급
빈번하다,형용사,5급
빈소,명사,5급
빈칸,명사,5급
빌다02,동사,5급
빗나가다,동사,5급
빙수,명사,5급
빙하,명사,5급
빛내다,동사,5급
빠듯하다,형용사,5급
빼내다,동사,5급
뺏기다,동사,5급
뻔하다02,형용사,5급
뻘뻘02,부사,5급
뽐내다,동사,5급
뾰족하다,형용사,5급
뿌듯하다,형용사,5급
뿔01,명사,5급
사고02,명사,5급
사교02,명사,5급
사교육,명사,5급
사교육비,명사,5급
사극,명사,5급
사납다,형용사,5급
사무적01∙ 사무적02,관형사∙ 명사,5급
사물놀이,명사,5급
사복,명사,5급
사상02,명사,5급
사슴,명사,5급
사실상01/ 사실상02,명사/부사,5급
사업체,명사,5급
사원,명사,5급
사원00,명사,5급
사유00,명사,5급
사은품,명사,5급
사자성어00,명사,5급
사지01,명사,5급
사치,명사,5급
사형,명사,5급
사회01,명사,5급
삭막하다,형용사,5급
-산,접사,5급
산골,명사,5급
산더미,명사,5급
산사태,명사,5급
산성비,명사,5급
산소01,명사,5급
산소02,명사,5급
산업화,명사,5급
살금살금,부사,5급
살며시,부사,5급
삼가다,동사,5급
삼삼오오,명사,5급
-상01,접사,5급
상갓집00,명사,5급
상견례,명사,5급
상냥하다,형용사,5급
상당수,명사,5급
상류층,명사,5급
상반신,명사,5급
상부상조,명사,5급
상실,명사,5급
상업적01∙ 상업적02,관형사∙ 명사,5급
상여금,명사,5급
상영관00,명사,5급
상의02,명사,5급
상차림,명사,5급
상표,명사,5급
상품권,명사,5급
상향,명사,5급
새까맣다,형용사,5급
새댁,명사,5급
새싹,명사,5급
새콤하다,형용사,5급
새파랗다,형용사,5급
새하얗다,형용사,5급
색상,명사,5급
샘02,명사,5급
샘물,명사,5급
생,명사,5급
생-,접사,5급
생동감,명사,5급
생명력,명사,5급
생명체,명사,5급
생물,명사,5급
생산량,명사,5급
생수,명사,5급
생애,명사,5급
생전01/ 생전02,명사/부사,5급
생태계,명사,5급
생활화,명사,5급
서글프다,형용사,5급
서론,명사,5급
서리다,동사,5급
서먹하다,형용사,5급
서면00,명사,5급
서민,명사,5급
서비스업,명사,5급
서성이다,동사,5급
서술,명사,5급
서술어,명사,5급
서양식,명사,5급
서예,명사,5급
서재,명사,5급
서향,명사,5급
-석,접사,5급
석01,관형사,5급
석사,명사,5급
석탄,명사,5급
선01,명사,5급
선두,명사,5급
선명하다,형용사,5급
선박,명사,5급
선반,명사,5급
선발02,명사,5급
선보이다,동사,5급
선불,명사,5급
선언,명사,5급
선의,명사,5급
선입견,명사,5급
선착순,명사,5급
선천적01∙ 선천적02,관형사∙ 명사,5급
선하다01,형용사,5급
선행02,명사,5급
선호도,명사,5급
선후배,명사,5급
설03,명사,5급
설계,명사,5급
설득력,명사,5급
설명문,명사,5급
설사02,부사,5급
설치다02,동사,5급
섬기다,동사,5급
섬세하다,형용사,5급
섭취,명사,5급
성03,명사,5급
성경,명사,5급
성금,명사,5급
성급하다,형용사,5급
성냥,명사,5급
성년,명사,5급
성능,명사,5급
성대하다,형용사,5급
성묘,명사,5급
성분,명사,5급
성수기,명사,5급
성실성,명사,5급
성실히,부사,5급
성의,명사,5급
성인02,명사,5급
성인병,명사,5급
성적01∙ 성적02,관형사∙ 명사,5급
성직자,명사,5급
성취,명사,5급
성향,명사,5급
성형,명사,5급
성형외과,명사,5급
세계관,명사,5급
세균,명사,5급
세다01,동사,5급
세면도구,명사,5급
세부,명사,5급
세제02,명사,5급
세차다,형용사,5급
소개서,명사,5급
소란,명사,5급
소름,명사,5급
소매02,명사,5급
소모,명사,5급
소박하다01,형용사,5급
소비량,명사,5급
소속,명사,5급
소송,명사,5급
소식01,명사,5급
소심하다,형용사,5급
소외감,명사,5급
소유자,명사,5급
소인01,명사,5급
소장03,명사,5급
소재01,명사,5급
소질,명사,5급
소통,명사,5급
소품,명사,5급
소형차,명사,5급
소홀히,부사,5급
소화기01,명사,5급
속력,명사,5급
속삭이다,동사,5급
속속,부사,5급
속어,명사,5급
손꼽다,동사,5급
손꼽히다,동사,5급
손상,명사,5급
손실,명사,5급
손짓,명사,5급
솔로,명사,5급
솜,명사,5급
솟구치다,동사,5급
솟아오르다,동사,5급
송금,명사,5급
송년,명사,5급
수-02,접사,5급
수강,명사,5급
수당,명사,5급
수동01,명사,5급
수록,명사,5급
수료,명사,5급
수면01,명사,5급
수사02,명사,5급
수산,명사,5급
수산물,명사,5급
수상02,명사,5급
수석02,명사,5급
수수하다,형용사,5급
수신자,명사,5급
수염,명사,5급
수익,명사,5급
수익금,명사,5급
수줍음,명사,5급
수증기,명사,5급
수직,명사,5급
수질,명사,5급
수집01,명사,5급
수치02,명사,5급
수칙,명사,5급
수필,명사,5급
수학01,명사,5급
수학여행,명사,5급
수해,명사,5급
수험,명사,5급
수험생,명사,5급
수확,명사,5급
숙면,명사,5급
숙식,명사,5급
순대,명사,5급
순수,명사,5급
순환,명사,5급
스승,명사,5급
스탠드,명사,5급
스터디00,명사,5급
스토리,명사,5급
슬기롭다,형용사,5급
슬슬,부사,5급
습관적01∙ 습관적02,관형사∙ 명사,5급
습득,명사,5급
습득00,명사,5급
승03/승04,명사/의존명사,5급
승강기,명사,5급
승강장,명사,5급
승부,명사,5급
승합차,명사,5급
시각03,명사,5급
시각적01∙ 시각적02,관형사∙ 명사,5급
시간적01∙시간적02,관형사∙ 명사,5급
시급하다,형용사,5급
시기02,명사,5급
시끌벅적하다,형용사,5급
시나리오,명사,5급
시냇물,명사,5급
시리다,형용사,5급
시립,명사,5급
시범,명사,5급
시사02,명사,5급
시사회,명사,5급
시상식,명사,5급
시속,명사,5급
시시하다,형용사,5급
시위02,명사,5급
시청각,명사,5급
시체,명사,5급
시치미,명사,5급
시커멓다,형용사,5급
-식,접사,5급
식01/식02,명사/의존명사,5급
식상하다,동사,5급
식생활,명사,5급
식성,명사,5급
식수,명사,5급
식습관,명사,5급
신03,명사,5급
신경질,명사,5급
신경통,명사,5급
신곡00,명사,5급
신규,명사,5급
신기록,명사,5급
신도시,명사,5급
신라,명사,5급
신물,명사,5급
신바람,명사,5급
신속,명사,5급
신속히,부사,5급
신약00,명사,5급
신임02,명사,5급
신장01,명사,5급
신장03,명사,5급
신중히,부사,5급
신형,명사,5급
-실,접사,5급
실04,의존명사,5급
실망스럽다,형용사,5급
실명02,명사,5급
실무,명사,5급
실물,명사,5급
실속,명사,5급
실시간,명사,5급
실업계,명사,5급
실업률,명사,5급
실업자,명사,5급
실용,명사,5급
실용성,명사,5급
실재,명사,5급
실적,명사,5급
실직,명사,5급
실크,명사,5급
실태,명사,5급
실행,명사,5급
실화,명사,5급
심각성,명사,5급
심사숙고,명사,5급
심술궂다,형용사,5급
심신,명사,5급
심야,명사,5급
십자가,명사,5급
십중팔구,명사,5급
싸다00,형용사,5급
싹01,명사,5급
쌍꺼풀,명사,5급
썰매,명사,5급
썰물,명사,5급
쏘아보다,동사,5급
쏙,부사,5급
쏜살같이,부사,5급
쑤시다02,동사,5급
쓰러뜨리다,동사,5급
쓰리다,형용사,5급
쓸모,명사,5급
씀씀이,명사,5급
씩씩거리다,동사,5급
아기자기하 다,형용사,5급
아열대,명사,5급
아이디,명사,5급
아장아장,부사,5급
아흐레,명사,5급
악03,명사,5급
악마,명사,5급
악순환,명사,5급
악영향,명사,5급
악용,명사,5급
악의,명사,5급
안03,명사,5급
